"name"	"taxRank"	"taxID"	"Max"	"C004_R.82_ORC.cladeReads"	"C001_FD2_ARM.cladeReads"	"C001_FD2_ORC.cladeReads"	"C001_FD3_ORC.cladeReads"	"C001_L.3_ORC.cladeReads"	"C001_L.44_ORC.cladeReads"	"C001_L.92_ORC.cladeReads"	"C001_R.1_ORC.cladeReads"	"C001_R.45_ORC.cladeReads"	"C001_R.82_ORC.cladeReads"	"C002_FD2_ORC.cladeReads"	"C002_FD3_ORC.cladeReads"	"C002_L.3_ORC.cladeReads"	"C002_L.44_ORC.cladeReads"	"C002_L.92_ORC.cladeReads"	"C002_R.1_ORC.cladeReads"	"C002_R.45_ORC.cladeReads"	"C002_R.82_ORC.cladeReads"	"C003_FD2_ORC.cladeReads"	"C003_FD3_ORC.cladeReads"	"C003_L.3_ORC.cladeReads"	"C003_L.44_ORC.cladeReads"	"C003_L.92_ORC.cladeReads"	"C003_R.1_ORC.cladeReads"	"C003_R.45_ORC.cladeReads"	"C003_R.82_ORC.cladeReads"	"C004_FD2_ORC.cladeReads"	"C004_FD3_ORC.cladeReads"	"C004_L.3_ORC.cladeReads"	"C004_L.44_ORC.cladeReads"	"C004_L.92_ORC.cladeReads"	"C004_R.1_ORC.cladeReads"	"C004_R.45_ORC.cladeReads"	"lineage"
"Elizabethkingia anophelis"	"S"	1117645	40	4	NA	15	1	6	4	2	29	3	NA	8	2	4	NA	1	12	1	NA	29	23	34	40	13	14	2	14	4	7	2	3	4	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Weeksellaceae>Elizabethkingia"
"Marnyiella aurantia"	"S"	2758037	20	1	NA	3	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	2	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Weeksellaceae>Marnyiella"
"Candidatus Karelsulcia muelleri"	"S"	336810	780	60	5	231	780	188	49	149	57	216	45	200	290	226	195	170	348	290	62	96	95	87	47	104	157	117	53	60	152	250	179	85	243	135	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriales&nbsp;incertae&nbsp;sedis>Candidatus&nbsp;Karelsulcia"
"Fluviicola taffensis"	"S"	191579	3798	40	111	3	NA	5	NA	3	NA	1	NA	1	3	5	NA	26	3	3	2	5	3	6	28	2	22	229	3798	235	10	NA	12	NA	44	1	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Crocinitomicaceae>Fluviicola"
"Paracrocinitomix mangrovi"	"S"	2862509	174	4	NA	68	37	17	15	14	1	5	4	20	19	14	21	4	29	7	11	5	17	74	174	35	33	12	14	2	18	12	9	7	11	1	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Crocinitomicaceae>Paracrocinitomix"
"Blattabacterium cuenoti"	"S"	1653831	27	9	NA	9	NA	6	1	1	23	24	5	9	1	2	3	2	6	1	7	19	27	NA	1	16	1	9	13	1	2	1	1	1	2	2	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Blattabacteriaceae>Blattabacterium"
"Croceimicrobium hydrocarbonivorans"	"S"	2761580	202	6	1	22	52	14	202	18	2	3	77	6	2	NA	3	NA	6	2	8	14	3	11	17	3	39	68	56	3	2	4	7	1	8	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Owenweeksiaceae>Croceimicrobium"
"Owenweeksia hongkongensis"	"S"	253245	10	2	NA	1	NA	8	NA	NA	2	NA	4	NA	1	5	1	NA	NA	2	NA	NA	1	NA	1	1	NA	6	1	2	NA	NA	2	1	10	1	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Owenweeksiaceae>Owenweeksia"
"Sphingobacterium sp. G1-14"	"S"	2003121	307	307	NA	NA	NA	8	NA	NA	18	NA	3	5	NA	NA	NA	4	NA	NA	NA	NA	9	NA	1	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Sphingobacterium>unclassified&nbsp;Sphingobacterium"
"Sphingobacterium sp. UDSM-2020"	"S"	2795738	283	26	283	NA	NA	NA	1	NA	NA	NA	24	NA	NA	NA	3	NA	1	NA	9	NA	10	NA	NA	1	48	6	84	NA	5	NA	NA	NA	11	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Sphingobacterium>unclassified&nbsp;Sphingobacterium"
"Sphingobacterium sp. B29"	"S"	1933220	17	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Sphingobacterium>unclassified&nbsp;Sphingobacterium"
"Sphingobacterium sp."	"S"	341027	8	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Sphingobacterium>unclassified&nbsp;Sphingobacterium"
"Sphingobacterium sp. UGAL515B_05"	"S"	2986767	38	8	NA	NA	NA	3	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	38	NA	23	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Sphingobacterium>unclassified&nbsp;Sphingobacterium"
"Sphingobacterium sp. SRCM116780"	"S"	2907623	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Sphingobacterium>unclassified&nbsp;Sphingobacterium"
"Sphingobacterium multivorum"	"S"	28454	201	158	NA	NA	NA	2	30	1	17	5	1	NA	NA	7	2	2	NA	1	NA	13	201	22	80	4	NA	20	5	NA	4	NA	3	2	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Sphingobacterium"
"Sphingobacterium thalpophilum"	"S"	259	44	44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	2	8	15	NA	NA	NA	NA	NA	15	NA	NA	NA	NA	3	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Sphingobacterium"
